vehicle_brand,model_name,manufacturing_year,kilometres_driven,vehicle_condition,vehicle_type,body_type,engine_capacity,engine_cylinders,transmission_type,drive_type,fuel_type,fuel_consumption,doors,seats,location,state,vehicle_age,km_per_year,desc_len,is_new_vehicle,fuel_efficiency_score,engine_power_index,brand_tier,location_coarse,model_name_freq,location_coarse_freq
honda,other,2014.0,38229.0,used,hatchback,hatchback,4.0,4.0,automatic,front,hybrid,4.5,5.0,5.0,"lidcombe, nsw",nsw,12.0,3185.75,22,0,0.2222222222222222,16.0,budget,"lidcombe,",0.398677912012765,0.009231821290175518
ford,ranger,2013.0,133168.0,used,ute / tray,ute / tray,5.0,5.0,automatic,4wd,diesel,9.2,2.0,2.0,other,qld,13.0,10243.692307692309,29,0,0.10869565217391305,25.0,mid,other,0.024048324595395486,0.64497378618646
porsche,other,1978.0,145600.0,used,convertible,convertible,6.0,6.0,manual,rear,leaded,8.0,2.0,4.0,other,nsw,48.0,3033.3333333333335,19,0,0.125,36.0,premium,other,0.398677912012765,0.64497378618646
honda,other,2006.0,209508.0,used,sedan,sedan,6.0,6.0,automatic,front,unleaded,10.6,4.0,5.0,other,nsw,20.0,10475.4,27,0,0.09433962264150944,36.0,budget,other,0.398677912012765,0.64497378618646
kia,other,2012.0,134686.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,7.3,4.0,7.0,"ringwood, vic",vic,14.0,9620.42857142857,31,0,0.136986301369863,16.0,budget,"ringwood,",0.398677912012765,0.02062913152496011
nissan,other,2011.0,119674.0,used,hatchback,hatchback,3.0,3.0,automatic,front,unleaded,6.5,5.0,5.0,other,nsw,15.0,7978.266666666666,20,0,0.15384615384615385,9.0,mid,other,0.398677912012765,0.64497378618646
toyota,kluger,2015.0,86329.0,used,suv,suv,6.0,6.0,automatic,front,unleaded,10.2,4.0,7.0,"fyshwick, act",act,11.0,7848.090909090909,28,0,0.09803921568627452,36.0,mid,"fyshwick,",0.0111693640300889,0.010143606108958286
ford,falcon,2015.0,61809.0,used,sedan,sedan,8.0,8.0,manual,rear,unleaded,13.6,4.0,5.0,"rozelle, nsw",nsw,11.0,5619.0,20,0,0.07352941176470588,64.0,mid,"rozelle,",0.012081148848871666,0.0063824937314793705
mitsubishi,triton,2017.0,219047.0,used,ute / tray,ute / tray,4.0,4.0,automatic,rear,diesel,7.3,2.0,2.0,"blacktown, nsw",nsw,9.0,24338.555555555555,26,0,0.136986301369863,16.0,mid,"blacktown,",0.018577615682698882,0.016070207431046275
nissan,navara,2005.0,274360.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,9.8,4.0,5.0,"hoppers crossing, vic",vic,21.0,13064.761904761905,29,0,0.1020408163265306,16.0,mid,hoppers,0.02005926601322088,0.009687713699566902
kia,other,2010.0,179000.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,9.2,4.0,7.0,other,sa,16.0,11187.5,25,0,0.10869565217391305,16.0,budget,other,0.398677912012765,0.64497378618646
hyundai,i30,2011.0,132890.0,used,hatchback,hatchback,4.0,4.0,manual,front,unleaded,6.5,5.0,5.0,"bentley, wa",wa,15.0,8859.333333333334,19,0,0.15384615384615385,16.0,budget,"bentley,",0.014360610895828584,0.007864144062001368
nissan,navara,2010.0,281986.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,10.5,2.0,2.0,other,nsw,16.0,17624.125,27,0,0.09523809523809523,16.0,mid,other,0.02005926601322088,0.64497378618646
mitsubishi,triton,2016.0,84679.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,7.2,4.0,5.0,other,nsw,10.0,8467.9,32,0,0.1388888888888889,16.0,mid,other,0.018577615682698882,0.64497378618646
ford,ranger,2017.0,176124.0,used,ute / tray,ute / tray,5.0,5.0,automatic,4wd,diesel,9.0,4.0,5.0,other,nsw,9.0,19569.333333333332,35,0,0.1111111111111111,25.0,mid,other,0.024048324595395486,0.64497378618646
mazda,2,2013.0,63626.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,6.8,5.0,5.0,"minchinbury, nsw",nsw,13.0,4894.307692307692,22,0,0.14705882352941177,16.0,budget,"minchinbury,",0.006610439936175063,0.05846820150444495
nissan,other,2015.0,45177.0,used,suv,suv,4.0,4.0,automatic,front,premium,6.3,4.0,5.0,other,qld,11.0,4107.0,25,0,0.15873015873015872,16.0,mid,other,0.398677912012765,0.64497378618646
holden,commodore,2017.0,4603.0,used,sedan,sedan,8.0,8.0,manual,rear,premium,11.8,4.0,5.0,other,wa,9.0,511.44444444444446,49,0,0.0847457627118644,64.0,budget,other,0.0292910873033964,0.64497378618646
holden,barina,2009.0,53202.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,7.8,3.0,5.0,"elderslie, nsw",nsw,17.0,3129.529411764706,18,0,0.12820512820512822,16.0,budget,"elderslie,",0.006496466833827217,0.007636197857305676
hyundai,other,2012.0,149000.0,used,sedan,sedan,4.0,4.0,manual,front,unleaded,6.6,4.0,5.0,other,qld,14.0,10642.857142857143,27,0,0.15151515151515152,16.0,budget,other,0.398677912012765,0.64497378618646
hyundai,i30,2014.0,57388.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,7.1,5.0,5.0,"wangara, wa",wa,12.0,4782.333333333333,23,0,0.14084507042253522,16.0,budget,"wangara,",0.014360610895828584,0.016868019147481195
renault,other,2017.0,152494.0,used,wagon,wagon,4.0,4.0,automatic,front,premium,6.0,4.0,5.0,"minchinbury, nsw",nsw,9.0,16943.777777777777,22,0,0.16666666666666666,16.0,budget,"minchinbury,",0.398677912012765,0.05846820150444495
subaru,other,2015.0,133806.0,used,western auto wholesales,wagon,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,other,wa,11.0,12164.181818181818,80,0,0.125,16.0,mid,other,0.398677912012765,0.64497378618646
holden,commodore,2011.0,148540.0,used,sedan,sedan,6.0,6.0,automatic,rear,unleaded,9.3,4.0,5.0,"slacks creek, qld",qld,15.0,9902.666666666666,29,0,0.1075268817204301,36.0,budget,slacks,0.0292910873033964,0.01504444950991566
subaru,xv,2012.0,185230.0,used,suv,suv,4.0,4.0,manual,awd,unleaded,7.3,4.0,5.0,other,qld,14.0,13230.714285714286,21,0,0.136986301369863,16.0,mid,other,0.00558468201504445,0.64497378618646
volvo,other,2013.0,145024.0,used,hatchback,hatchback,5.0,5.0,automatic,front,premium,8.1,5.0,5.0,other,vic,13.0,11155.692307692309,26,0,0.1234567901234568,25.0,mid,other,0.398677912012765,0.64497378618646
mazda,cx-5,2015.0,139022.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,7.4,4.0,5.0,"osborne park, wa",wa,11.0,12638.363636363636,32,0,0.13513513513513511,16.0,budget,osborne,0.010713471620697515,0.010143606108958286
mercedes-benz,other,2015.0,30088.0,used,sedan,sedan,6.0,6.0,automatic,rear,diesel,6.0,4.0,5.0,"rozelle, nsw",nsw,11.0,2735.2727272727275,36,0,0.16666666666666666,36.0,premium,"rozelle,",0.398677912012765,0.0063824937314793705
ford,other,2006.0,357456.43,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,8.0,4.0,5.0,other,qld,20.0,18427.8,26,0,0.125,16.0,mid,other,0.398677912012765,0.64497378618646
mitsubishi,triton,2015.0,210617.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,7.2,4.0,5.0,"minchinbury, nsw",nsw,11.0,19147.0,32,0,0.1388888888888889,16.0,mid,"minchinbury,",0.018577615682698882,0.05846820150444495
isuzu,d-max,2011.0,278356.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,8.1,2.0,2.0,other,wa,15.0,18557.066666666666,25,0,0.1234567901234568,16.0,premium,other,0.007978117164349213,0.64497378618646
nissan,other,2013.0,218776.0,used,suv,suv,4.0,4.0,manual,front,unleaded,8.1,4.0,5.0,other,qld,13.0,16828.923076923078,27,0,0.1234567901234568,16.0,mid,other,0.398677912012765,0.64497378618646
toyota,hilux,2016.0,240532.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,8.5,4.0,5.0,other,nsw,10.0,24053.2,26,0,0.11764705882352941,16.0,mid,other,0.027467517665830863,0.64497378618646
hyundai,other,2017.0,85500.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,7.2,4.0,5.0,other,qld,9.0,9500.0,35,0,0.1388888888888889,16.0,budget,other,0.398677912012765,0.64497378618646
mercedes-benz,other,2015.0,71000.0,used,centenary motors,hatchback,4.0,4.0,automatic,front,premium,8.0,4.0,5.0,other,qld,11.0,6454.545454545455,35,0,0.125,16.0,premium,other,0.398677912012765,0.64497378618646
toyota,other,2017.0,106799.0,used,wagon,wagon,4.0,4.0,automatic,front,unleaded,8.9,4.0,8.0,"cardiff, nsw",nsw,9.0,11866.555555555555,22,0,0.11235955056179775,16.0,mid,"cardiff,",0.398677912012765,0.016070207431046275
holden,commodore,2015.0,90419.0,used,sedan,sedan,6.0,6.0,automatic,rear,unleaded,9.5,4.0,5.0,other,sa,11.0,8219.90909090909,31,0,0.10526315789473684,36.0,budget,other,0.0292910873033964,0.64497378618646
subaru,impreza,2005.0,114251.0,used,sedan,sedan,4.0,4.0,automatic,awd,unleaded,10.0,4.0,5.0,other,vic,21.0,5440.523809523809,28,0,0.1,16.0,mid,other,0.00809209026669706,0.64497378618646
toyota,corolla,2017.0,114668.0,used,autoproject,wagon,4.0,4.0,automatic,other,unknown,8.0,4.0,5.0,"braeside, vic",vic,9.0,12740.888888888889,21,0,0.125,16.0,mid,"braeside,",0.018691588785046728,0.006724413038522908
mazda,cx-9,2014.0,113380.0,used,suv,suv,6.0,6.0,automatic,front,unleaded,11.0,4.0,7.0,"minchinbury, nsw",nsw,12.0,9448.333333333334,28,0,0.09090909090909091,36.0,budget,"minchinbury,",0.006724413038522908,0.05846820150444495
toyota,rav4,2006.0,241645.0,used,suv,suv,4.0,4.0,automatic,4wd,unleaded,9.6,4.0,5.0,other,nsw,20.0,12082.25,30,0,0.10416666666666667,16.0,mid,other,0.010485525416001824,0.64497378618646
holden,cruze,2016.0,81329.0,used,adelaide vehicle centre west,hatchback,4.0,4.0,automatic,front,unleaded,8.0,4.0,5.0,other,sa,10.0,8132.9,24,0,0.125,16.0,budget,other,0.01196717574652382,0.64497378618646
honda,other,2011.0,168753.0,used,coupe,coupe,4.0,4.0,automatic,front,hybrid,4.7,2.0,4.0,other,qld,15.0,11250.2,29,0,0.2127659574468085,16.0,budget,other,0.398677912012765,0.64497378618646
nissan,x-trail,2001.0,89713.0,used,cars from japan,suv,4.0,4.0,automatic,other,premium,8.0,4.0,5.0,other,nsw,25.0,3588.52,30,0,0.125,16.0,mid,other,0.013220879872350126,0.64497378618646
volkswagen,golf,2017.0,58586.0,used,hatchback,hatchback,4.0,4.0,automatic,front,premium,6.7,5.0,5.0,other,qld,9.0,6509.555555555556,24,0,0.14925373134328357,16.0,mid,other,0.012081148848871666,0.64497378618646
ford,territory,2011.0,214700.0,used,suv,suv,6.0,6.0,automatic,awd,diesel,9.0,4.0,7.0,other,qld,15.0,14313.333333333334,34,0,0.1111111111111111,36.0,mid,other,0.012081148848871666,0.64497378618646
ford,falcon,2008.0,137752.0,used,sedan,sedan,6.0,6.0,automatic,rear,unleaded,11.7,4.0,5.0,other,sa,18.0,7652.888888888889,26,0,0.08547008547008547,36.0,mid,other,0.012081148848871666,0.64497378618646
fiat,other,2014.0,43981.0,used,hatchback,hatchback,4.0,4.0,automatic,front,premium,5.1,3.0,4.0,"minchinbury, nsw",nsw,12.0,3665.0833333333335,17,0,0.19607843137254904,16.0,budget,"minchinbury,",0.398677912012765,0.05846820150444495
subaru,forester,2017.0,79602.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,8.1,4.0,5.0,other,nsw,9.0,8844.666666666666,48,0,0.1234567901234568,16.0,mid,other,0.009573740597219056,0.64497378618646
mazda,6,2016.0,112940.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,6.6,4.0,5.0,"wangara, wa",wa,10.0,11294.0,19,0,0.15151515151515152,16.0,budget,"wangara,",0.007864144062001368,0.016868019147481195
porsche,other,2015.0,81708.0,used,suv,suv,6.0,6.0,automatic,awd,premium,10.0,4.0,5.0,"five dock, nsw",nsw,11.0,7428.0,24,0,0.1,36.0,premium,five,0.398677912012765,0.014132664691132892
peugeot,other,2012.0,168298.0,used,convertible,convertible,4.0,4.0,automatic,front,premium,8.1,2.0,4.0,"ringwood, vic",vic,14.0,12021.285714285714,32,0,0.1234567901234568,16.0,budget,"ringwood,",0.398677912012765,0.02062913152496011
hyundai,other,2001.0,216332.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,9.0,4.0,5.0,other,qld,25.0,8653.28,23,0,0.1111111111111111,16.0,budget,other,0.398677912012765,0.64497378618646
toyota,landcruiser,2005.0,293460.0,used,suv,suv,6.0,6.0,automatic,4wd,unleaded,13.2,4.0,8.0,"rocklea, qld",qld,21.0,13974.285714285714,39,0,0.07575757575757576,36.0,mid,"rocklea,",0.02279462046956918,0.010827444723045362
kia,other,2015.0,112553.0,used,suv,suv,6.0,6.0,automatic,front,unleaded,9.9,4.0,7.0,other,qld,11.0,10232.09090909091,25,0,0.10101010101010101,36.0,budget,other,0.398677912012765,0.64497378618646
mitsubishi,lancer,2015.0,113986.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,8.5,4.0,5.0,other,wa,11.0,10362.363636363636,26,0,0.11764705882352941,16.0,mid,other,0.010713471620697515,0.64497378618646
audi,other,2013.0,40260.0,used,hatchback,hatchback,4.0,4.0,automatic,front,premium,4.7,5.0,5.0,"rozelle, nsw",nsw,13.0,3096.923076923077,43,0,0.2127659574468085,16.0,premium,"rozelle,",0.398677912012765,0.0063824937314793705
honda,other,2015.0,78254.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,5.8,5.0,5.0,"moorabbin, vic",vic,11.0,7114.0,19,0,0.1724137931034483,16.0,budget,"moorabbin,",0.398677912012765,0.011853202644175975
mini,other,2017.0,72501.0,used,hatchback,hatchback,4.0,4.0,automatic,front,premium,5.5,5.0,5.0,"blacktown, nsw",nsw,9.0,8055.666666666667,27,0,0.18181818181818182,16.0,mid,"blacktown,",0.398677912012765,0.016070207431046275
mercedes-benz,other,2015.0,118101.0,used,coupe,coupe,4.0,4.0,automatic,rear,premium,6.0,2.0,4.0,other,nsw,11.0,10736.454545454546,23,0,0.16666666666666666,16.0,premium,other,0.398677912012765,0.64497378618646
toyota,camry,2006.0,233081.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,9.9,4.0,5.0,other,wa,20.0,11654.05,24,0,0.10101010101010101,16.0,mid,other,0.010713471620697515,0.64497378618646
other,other,2004.0,238000.0,used,ute / tray,ute / tray,8.0,8.0,manual,rear,premium,8.0,2.0,2.0,other,nsw,22.0,10818.181818181818,16,0,0.125,64.0,premium,other,0.398677912012765,0.64497378618646
mazda,3,2010.0,204767.0,used,starline autos,hatchback,4.0,4.0,automatic,other,unknown,8.0,4.0,5.0,other,nsw,16.0,12797.9375,12,0,0.125,16.0,budget,other,0.019603373603829497,0.64497378618646
toyota,estima,2010.0,73220.0,used,used dealer ad,wagon,4.0,4.0,unknown,other,unknown,8.0,4.0,5.0,"moorabbin, vic",vic,16.0,4576.25,38,0,0.125,16.0,mid,"moorabbin,",0.010143606108958286,0.011853202644175975
kia,other,2016.0,93684.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,6.3,5.0,5.0,other,qld,10.0,9368.4,14,0,0.15873015873015872,16.0,budget,other,0.398677912012765,0.64497378618646
hyundai,i30,2017.0,33836.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,7.4,4.0,5.0,"minchinbury, nsw",nsw,9.0,3759.5555555555557,23,0,0.13513513513513511,16.0,budget,"minchinbury,",0.014360610895828584,0.05846820150444495
mercedes-benz,other,2007.0,141256.0,used,hatchback,hatchback,4.0,4.0,automatic,front,premium,9.3,5.0,5.0,other,vic,19.0,7434.526315789473,23,0,0.1075268817204301,16.0,premium,other,0.398677912012765,0.64497378618646
subaru,other,2015.0,93000.0,used,used dealer ad,suv,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,other,qld,11.0,8454.545454545454,32,0,0.125,16.0,mid,other,0.398677912012765,0.64497378618646
kia,other,2010.0,221000.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,7.4,4.0,7.0,other,sa,16.0,13812.5,26,0,0.13513513513513511,16.0,budget,other,0.398677912012765,0.64497378618646
toyota,rav4,2013.0,292134.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,6.5,4.0,5.0,other,nsw,13.0,22471.846153846152,30,0,0.15384615384615385,16.0,mid,other,0.010485525416001824,0.64497378618646
nissan,navara,2013.0,159056.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,10.5,4.0,5.0,"campbelltown, nsw",nsw,13.0,12235.076923076924,27,0,0.09523809523809523,16.0,mid,"campbelltown,",0.02005926601322088,0.00752222475495783
toyota,hilux,2016.0,245686.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,8.5,4.0,5.0,other,nsw,10.0,24568.6,27,0,0.11764705882352941,16.0,mid,other,0.027467517665830863,0.64497378618646
toyota,hiace,2016.0,213752.0,used,melbourne automobiles pty ltd,commercial,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,"braeside, vic",vic,10.0,21375.2,20,0,0.125,16.0,mid,"braeside,",0.014702530202872122,0.006724413038522908
subaru,xv,2013.0,175053.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,7.1,4.0,5.0,other,nsw,13.0,13465.615384615385,21,0,0.14084507042253522,16.0,mid,other,0.00558468201504445,0.64497378618646
ford,falcon,2006.0,254584.0,used,ute / tray,ute / tray,6.0,6.0,automatic,rear,unleaded,11.1,2.0,2.0,other,qld,20.0,12729.2,19,0,0.0900900900900901,36.0,mid,other,0.012081148848871666,0.64497378618646
ford,territory,2011.0,192356.0,used,suv,suv,6.0,6.0,automatic,rear,diesel,8.2,4.0,7.0,other,vic,15.0,12823.733333333334,28,0,0.12195121951219513,36.0,mid,other,0.012081148848871666,0.64497378618646
mitsubishi,triton,2017.0,130277.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,7.6,4.0,5.0,"cardiff, nsw",nsw,9.0,14475.222222222223,37,0,0.13157894736842105,16.0,mid,"cardiff,",0.018577615682698882,0.016070207431046275
hyundai,other,2014.0,178545.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,5.9,3.0,5.0,"rocklea, qld",qld,12.0,14878.75,23,0,0.1694915254237288,16.0,budget,"rocklea,",0.398677912012765,0.010827444723045362
toyota,landcruiser,2005.0,251045.0,used,suv,suv,6.0,6.0,manual,4wd,diesel,11.2,4.0,8.0,other,sa,21.0,11954.52380952381,33,0,0.08928571428571429,36.0,mid,other,0.02279462046956918,0.64497378618646
hyundai,i30,2013.0,237639.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,6.9,5.0,5.0,other,vic,13.0,18279.923076923078,22,0,0.14492753623188406,16.0,budget,other,0.014360610895828584,0.64497378618646
hyundai,other,2017.0,116142.0,used,commercial,commercial,4.0,4.0,manual,rear,diesel,7.6,4.0,3.0,other,nsw,9.0,12904.666666666666,30,0,0.13157894736842105,16.0,budget,other,0.398677912012765,0.64497378618646
toyota,estima,2011.0,80941.0,used,used dealer ad,wagon,4.0,4.0,unknown,other,unknown,8.0,4.0,5.0,"moorabbin, vic",vic,15.0,5396.066666666667,31,0,0.125,16.0,mid,"moorabbin,",0.010143606108958286,0.011853202644175975
jeep,grand,2012.0,190962.0,used,3mt true value auto,wagon,4.0,4.0,automatic,other,unknown,8.0,4.0,5.0,"victoria park, wa",wa,14.0,13640.142857142857,70,0,0.125,16.0,mid,victoria,0.01641212673808981,0.00945976749487121
bmw,other,2017.0,110539.0,used,sedan,sedan,4.0,4.0,automatic,rear,premium,6.2,4.0,5.0,"elderslie, nsw",nsw,9.0,12282.111111111111,21,0,0.16129032258064516,16.0,premium,"elderslie,",0.398677912012765,0.007636197857305676
nissan,other,2013.0,266699.0,used,melbourne automobiles pty ltd,commercial,4.0,4.0,automatic,other,unknown,8.0,4.0,5.0,"braeside, vic",vic,13.0,20515.30769230769,30,0,0.125,16.0,mid,"braeside,",0.398677912012765,0.006724413038522908
hyundai,accent,2015.0,103217.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,6.4,5.0,5.0,other,vic,11.0,9383.363636363636,26,0,0.15625,16.0,budget,other,0.006268520629131525,0.64497378618646
toyota,rav4,2015.0,160695.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,8.5,4.0,5.0,other,vic,11.0,14608.636363636364,26,0,0.11764705882352941,16.0,mid,other,0.010485525416001824,0.64497378618646
honda,civic,2017.0,71878.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,6.0,4.0,5.0,other,nsw,9.0,7986.444444444444,19,0,0.16666666666666666,16.0,budget,other,0.006268520629131525,0.64497378618646
subaru,forester,2009.0,166503.0,used,suv,suv,4.0,4.0,manual,awd,unleaded,9.3,4.0,5.0,"ringwood, vic",vic,17.0,9794.29411764706,22,0,0.1075268817204301,16.0,mid,"ringwood,",0.009573740597219056,0.02062913152496011
toyota,corolla,2016.0,124038.0,used,my car choice,wagon,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,other,nsw,10.0,12403.8,34,0,0.125,16.0,mid,other,0.018691588785046728,0.64497378618646
nissan,x-trail,2012.0,203208.0,used,suv,suv,4.0,4.0,automatic,4wd,unleaded,9.1,4.0,5.0,other,nsw,14.0,14514.857142857143,28,0,0.10989010989010989,16.0,mid,other,0.013220879872350126,0.64497378618646
nissan,navara,2017.0,75852.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,7.0,4.0,5.0,other,sa,9.0,8428.0,27,0,0.14285714285714285,16.0,mid,other,0.02005926601322088,0.64497378618646
mitsubishi,triton,2007.0,327302.0,used,valley cars,ute / tray,4.0,4.0,manual,rear,unleaded,8.0,4.0,5.0,other,nsw,19.0,17226.42105263158,30,0,0.125,16.0,mid,other,0.018577615682698882,0.64497378618646
nissan,navara,2017.0,120592.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,7.0,4.0,5.0,other,vic,9.0,13399.111111111111,27,0,0.14285714285714285,16.0,mid,other,0.02005926601322088,0.64497378618646
mitsubishi,triton,2015.0,151753.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,8.1,4.0,5.0,other,vic,11.0,13795.727272727272,32,0,0.1234567901234568,16.0,mid,other,0.018577615682698882,0.64497378618646
holden,cruze,2009.0,193232.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,7.5,4.0,5.0,other,vic,17.0,11366.588235294117,20,0,0.13333333333333333,16.0,budget,other,0.01196717574652382,0.64497378618646
audi,other,2015.0,140070.0,used,suv,suv,4.0,4.0,automatic,awd,premium,7.9,4.0,5.0,"rozelle, nsw",nsw,11.0,12733.636363636364,29,0,0.12658227848101264,16.0,premium,"rozelle,",0.398677912012765,0.0063824937314793705
mitsubishi,triton,2017.0,198160.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,7.6,4.0,5.0,"liverpool, nsw",nsw,9.0,22017.777777777777,32,0,0.13157894736842105,16.0,mid,"liverpool,",0.018577615682698882,0.012992933667654433
land,rover,2015.0,121574.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,6.1,4.0,5.0,other,vic,11.0,11052.181818181818,39,0,0.1639344262295082,16.0,premium,other,0.017323911556872577,0.64497378618646
toyota,corolla,2017.0,21931.0,used,hatchback,hatchback,4.0,4.0,automatic,front,hybrid,4.1,5.0,5.0,other,nsw,9.0,2436.777777777778,26,0,0.24390243902439027,16.0,mid,other,0.018691588785046728,0.64497378618646
other,other,2017.0,126860.0,used,suv,suv,0.0,4.0,automatic,4wd,electric,8.0,4.0,5.0,"rozelle, nsw",nsw,9.0,14095.555555555555,22,0,0.125,0.0,premium,"rozelle,",0.398677912012765,0.0063824937314793705
mazda,cx-5,2017.0,61011.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,7.4,4.0,5.0,"rozelle, nsw",nsw,9.0,6779.0,27,0,0.13513513513513511,16.0,budget,"rozelle,",0.010713471620697515,0.0063824937314793705
ford,other,2017.0,136903.0,used,commercial,commercial,4.0,4.0,automatic,front,diesel,7.2,2.0,3.0,other,vic,9.0,15211.444444444445,35,0,0.1388888888888889,16.0,mid,other,0.398677912012765,0.64497378618646
audi,other,2010.0,145374.0,used,hatchback,hatchback,4.0,4.0,automatic,front,premium,8.5,5.0,5.0,"minchinbury, nsw",nsw,16.0,9085.875,40,0,0.11764705882352941,16.0,premium,"minchinbury,",0.398677912012765,0.05846820150444495
mazda,6,2015.0,201306.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,6.6,4.0,5.0,"five dock, nsw",nsw,11.0,18300.545454545456,20,0,0.15151515151515152,16.0,budget,five,0.007864144062001368,0.014132664691132892
hyundai,santa,2010.0,200516.0,used,suv,suv,4.0,4.0,automatic,4wd,diesel,7.5,4.0,7.0,"lidcombe, nsw",nsw,16.0,12532.25,43,0,0.13333333333333333,16.0,budget,"lidcombe,",0.007978117164349213,0.009231821290175518
mazda,2,2014.0,34774.0,used,hatchback,hatchback,4.0,4.0,manual,front,unleaded,6.4,5.0,5.0,other,vic,12.0,2897.8333333333335,22,0,0.15625,16.0,budget,other,0.006610439936175063,0.64497378618646
honda,other,2014.0,75723.0,used,unibee australia,hatchback,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,"dandenong, vic",vic,12.0,6310.25,21,0,0.125,16.0,budget,"dandenong,",0.398677912012765,0.006610439936175063
holden,other,2005.0,172111.0,used,wagon,wagon,4.0,4.0,automatic,front,unleaded,8.3,4.0,5.0,other,qld,21.0,8195.761904761905,21,0,0.12048192771084336,16.0,budget,other,0.398677912012765,0.64497378618646
toyota,hiace,2013.0,356716.0,used,commercial,commercial,4.0,4.0,automatic,rear,diesel,8.0,4.0,3.0,other,nsw,13.0,25570.70263232324,21,0,0.125,16.0,mid,other,0.014702530202872122,0.64497378618646
mercedes-benz,other,2014.0,67041.0,used,used dealer ad,suv,4.0,4.0,automatic,rear,unknown,8.0,4.0,5.0,other,vic,12.0,5586.75,31,0,0.125,16.0,premium,other,0.398677912012765,0.64497378618646
ford,other,2017.0,97448.0,used,suv,suv,5.0,5.0,automatic,rear,diesel,8.4,4.0,5.0,other,vic,9.0,10827.555555555555,39,0,0.11904761904761904,25.0,mid,other,0.398677912012765,0.64497378618646
ford,other,2016.0,6830.0,used,coupe,coupe,8.0,8.0,manual,rear,premium,13.1,2.0,4.0,other,sa,10.0,683.0,36,0,0.07633587786259542,64.0,mid,other,0.398677912012765,0.64497378618646
ford,ranger,2017.0,143738.0,used,ute / tray,ute / tray,5.0,5.0,automatic,4wd,diesel,9.2,4.0,5.0,other,nsw,9.0,15970.888888888889,30,0,0.10869565217391305,25.0,mid,other,0.024048324595395486,0.64497378618646
hyundai,i30,2013.0,150200.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,6.9,5.0,5.0,other,qld,13.0,11553.846153846154,23,0,0.14492753623188406,16.0,budget,other,0.014360610895828584,0.64497378618646
holden,other,2017.0,38567.0,used,ute / tray,ute / tray,8.0,8.0,automatic,rear,unleaded,12.4,2.0,2.0,other,vic,9.0,4285.222222222223,28,0,0.08064516129032258,64.0,budget,other,0.398677912012765,0.64497378618646
