vehicle_brand,model_name,manufacturing_year,kilometres_driven,vehicle_condition,vehicle_type,body_type,engine_capacity,engine_cylinders,transmission_type,drive_type,fuel_type,fuel_consumption,doors,seats,location,state,vehicle_age,km_per_year,desc_len,is_new_vehicle,fuel_efficiency_score,engine_power_index,brand_tier,location_coarse,model_name_freq,location_coarse_freq
mercedes-benz,other,2017.0,37689.0,used,03 **** ****,suv,4.0,4.0,unknown,other,unleaded,8.0,4.0,5.0,other,vic,9.0,4187.666666666667,22,0,0.125,16.0,premium,other,0.398677912012765,0.64497378618646
mazda,3,2014.0,181687.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,5.7,4.0,5.0,other,vic,12.0,15140.583333333334,20,0,0.17543859649122806,16.0,budget,other,0.019603373603829497,0.64497378618646
honda,other,2016.0,243406.0,used,wagon,wagon,4.0,4.0,automatic,front,unleaded,7.6,4.0,8.0,"dandenong, vic",vic,10.0,24340.6,22,0,0.13157894736842105,16.0,budget,"dandenong,",0.398677912012765,0.006610439936175063
toyota,other,2011.0,129036.0,used,suv,suv,6.0,6.0,automatic,4wd,premium,11.4,4.0,5.0,"minchinbury, nsw",nsw,15.0,8602.4,22,0,0.08771929824561403,36.0,mid,"minchinbury,",0.398677912012765,0.05846820150444495
kia,other,2016.0,81285.0,used,wagon,wagon,4.0,4.0,automatic,front,diesel,7.7,4.0,8.0,"granville, nsw",nsw,10.0,8128.5,21,0,0.12987012987012986,16.0,budget,"granville,",0.398677912012765,0.012992933667654433
toyota,kluger,2014.0,204200.0,used,suv,suv,6.0,6.0,automatic,awd,unleaded,10.6,4.0,7.0,other,sa,12.0,17016.666666666668,27,0,0.09433962264150944,36.0,mid,other,0.0111693640300889,0.64497378618646
nissan,x-trail,2012.0,185509.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,8.4,4.0,5.0,"wangara, wa",wa,14.0,13250.642857142857,28,0,0.11904761904761904,16.0,mid,"wangara,",0.013220879872350126,0.016868019147481195
toyota,other,2017.0,73665.0,used,hatchback,hatchback,4.0,4.0,automatic,front,hybrid,3.4,5.0,5.0,other,wa,9.0,8185.0,31,0,0.29411764705882354,16.0,mid,other,0.398677912012765,0.64497378618646
volkswagen,amarok,2016.0,114468.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,7.9,4.0,5.0,other,wa,10.0,11446.8,45,0,0.12658227848101264,16.0,mid,other,0.005812628219740141,0.64497378618646
honda,other,2015.0,84200.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,6.9,4.0,5.0,other,qld,11.0,7654.545454545455,28,0,0.14492753623188406,16.0,budget,other,0.398677912012765,0.64497378618646
mazda,bt-50,2013.0,235159.0,used,ute / tray,ute / tray,5.0,5.0,automatic,4wd,diesel,9.2,4.0,5.0,other,vic,13.0,18089.153846153848,25,0,0.10869565217391305,25.0,budget,other,0.01139731023478459,0.64497378618646
mitsubishi,triton,2008.0,312286.0,used,ute / tray,ute / tray,4.0,4.0,manual,rear,unleaded,10.9,4.0,5.0,other,vic,18.0,17349.222222222223,26,0,0.09174311926605504,16.0,mid,other,0.018577615682698882,0.64497378618646
holden,other,2017.0,168096.0,used,suv,suv,4.0,4.0,automatic,4wd,diesel,8.6,4.0,7.0,other,nsw,9.0,18677.333333333332,32,0,0.11627906976744186,16.0,budget,other,0.398677912012765,0.64497378618646
nissan,other,2014.0,139500.0,used,suv,suv,4.0,4.0,manual,front,unleaded,7.7,4.0,5.0,other,tas,12.0,11625.0,28,0,0.12987012987012986,16.0,mid,other,0.398677912012765,0.64497378618646
mitsubishi,triton,2012.0,113885.0,used,ute / tray,ute / tray,4.0,4.0,manual,rear,unleaded,10.9,2.0,3.0,other,qld,14.0,8134.642857142857,25,0,0.09174311926605504,16.0,mid,other,0.018577615682698882,0.64497378618646
land,rover,2017.0,129250.0,used,suv,suv,4.0,4.0,automatic,awd,premium,8.0,4.0,5.0,other,nsw,9.0,14361.111111111111,53,0,0.125,16.0,premium,other,0.017323911556872577,0.64497378618646
volkswagen,other,2010.0,166023.0,used,wagon,wagon,4.0,4.0,automatic,front,diesel,6.8,4.0,7.0,other,qld,16.0,10376.4375,31,0,0.14705882352941177,16.0,mid,other,0.398677912012765,0.64497378618646
mazda,6,2013.0,224229.0,used,sedan,sedan,4.0,4.0,automatic,front,diesel,5.4,4.0,5.0,"rocklea, qld",qld,13.0,17248.384615384617,15,0,0.18518518518518517,16.0,budget,"rocklea,",0.007864144062001368,0.010827444723045362
nissan,other,2013.0,21432.0,used,first choice freo,hatchback,4.0,4.0,automatic,front,unleaded,8.0,4.0,5.0,other,wa,13.0,1648.6153846153845,65,0,0.125,16.0,mid,other,0.398677912012765,0.64497378618646
toyota,hiace,2014.0,144971.0,used,02 **** ****,suv,4.0,4.0,unknown,other,unknown,8.0,4.0,5.0,"lidcombe, nsw",nsw,12.0,12080.916666666666,17,0,0.125,16.0,mid,"lidcombe,",0.014702530202872122,0.009231821290175518
mazda,bt-50,2016.0,102347.0,used,qld 4x4 pty ltd,ute / tray,4.0,4.0,automatic,other,diesel,8.0,4.0,5.0,other,qld,10.0,10234.7,29,0,0.125,16.0,budget,other,0.01139731023478459,0.64497378618646
subaru,xv,2012.0,222127.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,7.1,4.0,5.0,"ringwood, vic",vic,14.0,15866.214285714286,21,0,0.14084507042253522,16.0,mid,"ringwood,",0.00558468201504445,0.02062913152496011
mercedes-benz,other,2015.0,78403.0,used,sedan,sedan,4.0,4.0,automatic,awd,premium,6.6,4.0,5.0,"rozelle, nsw",nsw,11.0,7127.545454545455,38,0,0.15151515151515152,16.0,premium,"rozelle,",0.398677912012765,0.0063824937314793705
toyota,hilux,2010.0,290000.0,used,ute / tray,ute / tray,6.0,6.0,automatic,rear,unleaded,12.3,2.0,3.0,other,nsw,16.0,18125.0,20,0,0.08130081300813008,36.0,mid,other,0.027467517665830863,0.64497378618646
mitsubishi,other,2012.0,145727.0,used,3mt true value auto,wagon,4.0,4.0,automatic,other,unknown,8.0,4.0,5.0,"victoria park, wa",wa,14.0,10409.07142857143,73,0,0.125,16.0,mid,victoria,0.398677912012765,0.00945976749487121
subaru,forester,2014.0,197812.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,8.1,4.0,5.0,other,nsw,12.0,16484.333333333332,48,0,0.1234567901234568,16.0,mid,other,0.009573740597219056,0.64497378618646
honda,cr-v,2017.0,130813.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,7.4,4.0,5.0,other,vic,9.0,14534.777777777777,28,0,0.13513513513513511,16.0,budget,other,0.006268520629131525,0.64497378618646
toyota,hilux,2015.0,154621.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,8.7,4.0,5.0,"minchinbury, nsw",nsw,11.0,14056.454545454546,27,0,0.1149425287356322,16.0,mid,"minchinbury,",0.027467517665830863,0.05846820150444495
toyota,hilux,2012.0,218928.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,8.3,4.0,5.0,"minchinbury, nsw",nsw,14.0,15637.714285714286,26,0,0.12048192771084336,16.0,mid,"minchinbury,",0.027467517665830863,0.05846820150444495
mini,other,2013.0,213779.0,used,suv,suv,4.0,4.0,automatic,front,diesel,5.6,4.0,4.0,"campbelltown, nsw",nsw,13.0,16444.53846153846,29,0,0.17857142857142858,16.0,mid,"campbelltown,",0.398677912012765,0.00752222475495783
mitsubishi,triton,2010.0,256000.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,9.9,4.0,5.0,other,qld,16.0,16000.0,34,0,0.10101010101010101,16.0,mid,other,0.018577615682698882,0.64497378618646
land,rover,2014.0,118684.0,used,suv,suv,8.0,8.0,automatic,awd,diesel,8.7,4.0,5.0,other,wa,12.0,9890.333333333334,41,0,0.1149425287356322,64.0,premium,other,0.017323911556872577,0.64497378618646
mitsubishi,triton,2015.0,142391.0,used,ute / tray,ute / tray,4.0,4.0,manual,rear,unleaded,10.9,2.0,2.0,"pakenham, vic",vic,11.0,12944.636363636364,26,0,0.09174311926605504,16.0,mid,"pakenham,",0.018577615682698882,0.00809209026669706
kia,sportage,2014.0,104878.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,8.8,4.0,5.0,other,qld,12.0,8739.833333333334,34,0,0.11363636363636363,16.0,budget,other,0.00832003647139275,0.64497378618646
toyota,corolla,2016.0,98000.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,6.6,4.0,5.0,other,tas,10.0,9800.0,22,0,0.15151515151515152,16.0,mid,other,0.018691588785046728,0.64497378618646
toyota,yaris,2012.0,105267.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,6.3,5.0,5.0,"brooklyn, vic",vic,14.0,7519.071428571428,21,0,0.15873015873015872,16.0,mid,"brooklyn,",0.007180305447914292,0.006268520629131525
toyota,corolla,2000.0,188072.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,8.5,5.0,5.0,other,sa,26.0,7233.538461538462,31,0,0.11764705882352941,16.0,mid,other,0.018691588785046728,0.64497378618646
mitsubishi,asx,2016.0,130695.0,used,suv,suv,4.0,4.0,automatic,4wd,diesel,6.0,4.0,5.0,other,vic,10.0,13069.5,29,0,0.16666666666666666,16.0,mid,other,0.005812628219740141,0.64497378618646
holden,commodore,2004.0,94721.0,used,sedan,sedan,6.0,6.0,automatic,rear,unleaded,11.0,4.0,5.0,"minchinbury, nsw",nsw,22.0,4305.5,28,0,0.09090909090909091,36.0,budget,"minchinbury,",0.0292910873033964,0.05846820150444495
mazda,other,2010.0,110702.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,11.5,4.0,5.0,other,nsw,16.0,6918.875,35,0,0.08695652173913043,16.0,budget,other,0.398677912012765,0.64497378618646
mercedes-benz,other,2011.0,167420.0,used,used dealer ad,suv,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,other,nsw,15.0,11161.333333333334,76,0,0.125,16.0,premium,other,0.398677912012765,0.64497378618646
toyota,other,2017.0,146699.0,used,autoproject,wagon,4.0,4.0,automatic,other,unknown,8.0,4.0,5.0,"braeside, vic",vic,9.0,16299.888888888889,19,0,0.125,16.0,mid,"braeside,",0.398677912012765,0.006724413038522908
mercedes-benz,other,2014.0,125283.0,used,suv,suv,4.0,4.0,automatic,awd,premium,7.0,4.0,5.0,other,vic,12.0,10440.25,32,0,0.14285714285714285,16.0,premium,other,0.398677912012765,0.64497378618646
land,rover,2015.0,139584.0,used,suv,suv,6.0,6.0,automatic,4wd,diesel,8.8,4.0,7.0,other,nsw,11.0,12689.454545454546,39,0,0.11363636363636363,36.0,premium,other,0.017323911556872577,0.64497378618646
ford,other,2012.0,151597.0,used,unique cars and finance,hatchback,4.0,4.0,automatic,front,unleaded,8.0,4.0,5.0,other,vic,14.0,10828.357142857143,28,0,0.125,16.0,mid,other,0.398677912012765,0.64497378618646
mercedes-benz,other,2016.0,122210.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,5.6,4.0,5.0,"fyshwick, act",act,10.0,12221.0,27,0,0.17857142857142858,16.0,premium,"fyshwick,",0.398677912012765,0.010143606108958286
volkswagen,golf,2011.0,159000.0,used,wagon,wagon,4.0,4.0,automatic,front,premium,6.2,4.0,5.0,"moorabbin, vic",vic,15.0,10600.0,37,0,0.16129032258064516,16.0,mid,"moorabbin,",0.012081148848871666,0.011853202644175975
mazda,bt-50,2014.0,223599.0,used,ute / tray,ute / tray,5.0,5.0,manual,rear,diesel,8.4,2.0,3.0,other,nsw,12.0,18633.25,25,0,0.11904761904761904,25.0,budget,other,0.01139731023478459,0.64497378618646
holden,other,2009.0,228422.0,used,sedan,sedan,6.0,6.0,automatic,rear,unleaded,12.2,4.0,5.0,other,qld,17.0,13436.588235294117,24,0,0.0819672131147541,36.0,budget,other,0.398677912012765,0.64497378618646
toyota,rav4,2014.0,181305.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,6.5,4.0,5.0,other,qld,12.0,15108.75,26,0,0.15384615384615385,16.0,mid,other,0.010485525416001824,0.64497378618646
toyota,landcruiser,1999.0,51284.0,used,ute / tray,ute / tray,6.0,6.0,manual,4wd,diesel,8.0,2.0,3.0,"lidcombe, nsw",nsw,27.0,1899.4074074074074,29,0,0.125,36.0,mid,"lidcombe,",0.02279462046956918,0.009231821290175518
volkswagen,other,2012.0,114202.0,used,hatchback,hatchback,4.0,4.0,manual,front,premium,5.5,5.0,5.0,other,wa,14.0,8157.285714285715,39,0,0.18181818181818182,16.0,mid,other,0.398677912012765,0.64497378618646
hyundai,other,2015.0,136821.0,used,commercial,commercial,4.0,4.0,automatic,rear,diesel,8.8,4.0,3.0,"cardiff, nsw",nsw,11.0,12438.272727272728,18,0,0.11363636363636363,16.0,budget,"cardiff,",0.398677912012765,0.016070207431046275
hyundai,accent,2016.0,146287.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,6.4,5.0,5.0,other,vic,10.0,14628.7,22,0,0.15625,16.0,budget,other,0.006268520629131525,0.64497378618646
toyota,other,2014.0,33999.0,used,used dealer ad,suv,4.0,4.0,automatic,front,unleaded,8.0,4.0,5.0,other,vic,12.0,2833.25,15,0,0.125,16.0,mid,other,0.398677912012765,0.64497378618646
holden,other,2013.0,94895.0,used,ute / tray,ute / tray,8.0,8.0,automatic,rear,unleaded,12.4,2.0,2.0,"hoppers crossing, vic",vic,13.0,7299.615384615385,18,0,0.08064516129032258,64.0,budget,hoppers,0.398677912012765,0.009687713699566902
nissan,elgrand,2011.0,46387.0,used,nippon motors,wagon,4.0,4.0,automatic,front,unleaded,8.0,4.0,5.0,"ingleburn, nsw",nsw,15.0,3092.4666666666667,32,0,0.125,16.0,mid,"ingleburn,",0.00558468201504445,0.006724413038522908
kia,cerato,2016.0,154124.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,7.1,5.0,5.0,"liverpool, nsw",nsw,10.0,15412.4,17,0,0.14084507042253522,16.0,budget,"liverpool,",0.006496466833827217,0.012992933667654433
isuzu,d-max,2016.0,178562.0,used,ute / tray,ute / tray,4.0,4.0,automatic,rear,diesel,7.9,4.0,5.0,other,nsw,10.0,17856.2,33,0,0.12658227848101264,16.0,premium,other,0.007978117164349213,0.64497378618646
mazda,cx-9,2016.0,72230.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,8.4,4.0,7.0,other,nsw,10.0,7223.0,27,0,0.11904761904761904,16.0,budget,other,0.006724413038522908,0.64497378618646
ford,other,2017.0,109723.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,5.6,4.0,5.0,"granville, nsw",nsw,9.0,12191.444444444445,31,0,0.17857142857142858,16.0,mid,"granville,",0.398677912012765,0.012992933667654433
ford,ranger,2016.0,229327.0,used,ute / tray,ute / tray,5.0,5.0,automatic,4wd,diesel,9.2,4.0,5.0,other,wa,10.0,22932.7,30,0,0.10869565217391305,25.0,mid,other,0.024048324595395486,0.64497378618646
ford,ranger,2017.0,111477.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,8.1,4.0,5.0,"granville, nsw",nsw,9.0,12386.333333333334,29,0,0.1234567901234568,16.0,mid,"granville,",0.024048324595395486,0.012992933667654433
toyota,hilux,2017.0,209078.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,8.5,4.0,5.0,"campbelltown, nsw",nsw,9.0,23230.88888888889,26,0,0.11764705882352941,16.0,mid,"campbelltown,",0.027467517665830863,0.00752222475495783
toyota,hiace,2009.0,158935.0,used,carbarn,commercial,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,"lidcombe, nsw",nsw,17.0,9349.117647058823,20,0,0.125,16.0,mid,"lidcombe,",0.014702530202872122,0.009231821290175518
nissan,elgrand,2007.0,123979.0,used,unibee australia,wagon,4.0,4.0,automatic,rear,unleaded,8.0,4.0,5.0,"dandenong, vic",vic,19.0,6525.210526315789,32,0,0.125,16.0,mid,"dandenong,",0.00558468201504445,0.006610439936175063
hyundai,tucson,2017.0,65128.0,used,remy car company,wagon,4.0,4.0,automatic,front,unleaded,8.0,4.0,5.0,"slacks creek, qld",qld,9.0,7236.444444444444,32,0,0.125,16.0,budget,slacks,0.009915659904262594,0.01504444950991566
ford,ranger,2016.0,84841.0,used,ute / tray,ute / tray,5.0,5.0,automatic,4wd,diesel,8.8,4.0,5.0,other,nsw,10.0,8484.1,29,0,0.11363636363636363,25.0,mid,other,0.024048324595395486,0.64497378618646
mitsubishi,triton,2011.0,225536.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,9.1,2.0,3.0,other,nsw,15.0,15035.733333333334,32,0,0.10989010989010989,16.0,mid,other,0.018577615682698882,0.64497378618646
ford,other,2016.0,88969.0,used,wagon,wagon,4.0,4.0,automatic,front,diesel,5.3,4.0,5.0,other,nsw,10.0,8896.9,30,0,0.18867924528301888,16.0,mid,other,0.398677912012765,0.64497378618646
nissan,pathfinder,2016.0,93785.0,used,suv,suv,6.0,6.0,automatic,4wd,premium,10.3,4.0,7.0,"berwick, vic",vic,10.0,9378.5,33,0,0.0970873786407767,36.0,mid,"berwick,",0.00501481650330522,0.0063824937314793705
lexus,other,2014.0,155620.0,used,sedan,sedan,6.0,6.0,automatic,rear,premium,9.7,4.0,5.0,other,nsw,12.0,12968.333333333334,24,0,0.10309278350515465,36.0,premium,other,0.398677912012765,0.64497378618646
renault,other,2013.0,150332.0,used,suv,suv,4.0,4.0,automatic,front,diesel,7.0,4.0,5.0,other,vic,13.0,11564.0,33,0,0.14285714285714285,16.0,budget,other,0.398677912012765,0.64497378618646
holden,commodore,2011.0,159178.0,used,ute / tray,ute / tray,6.0,6.0,manual,rear,unleaded,10.2,2.0,2.0,other,qld,15.0,10611.866666666667,25,0,0.09803921568627452,36.0,budget,other,0.0292910873033964,0.64497378618646
volkswagen,other,2010.0,235329.0,used,ute / tray,ute / tray,4.0,4.0,automatic,front,diesel,8.4,4.0,5.0,"ringwood, vic",vic,16.0,14708.0625,39,0,0.11904761904761904,16.0,mid,"ringwood,",0.398677912012765,0.02062913152496011
toyota,kluger,2013.0,162707.0,used,suv,suv,6.0,6.0,automatic,4wd,unleaded,11.6,4.0,7.0,other,nsw,13.0,12515.923076923076,31,0,0.08620689655172414,36.0,mid,other,0.0111693640300889,0.64497378618646
mazda,2,2004.0,176693.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,7.6,5.0,4.0,"minchinbury, nsw",nsw,22.0,8031.5,17,0,0.13157894736842105,16.0,budget,"minchinbury,",0.006610439936175063,0.05846820150444495
jeep,grand,2014.0,122026.0,used,suv,suv,6.0,6.0,automatic,4wd,diesel,7.5,4.0,5.0,other,vic,12.0,10168.833333333334,37,0,0.13333333333333333,36.0,mid,other,0.01641212673808981,0.64497378618646
ford,ranger,2016.0,167746.0,used,ute / tray,ute / tray,5.0,5.0,automatic,4wd,diesel,9.0,4.0,5.0,"elderslie, nsw",nsw,10.0,16774.6,30,0,0.1111111111111111,25.0,mid,"elderslie,",0.024048324595395486,0.007636197857305676
ford,falcon,2009.0,129000.0,used,sedan,sedan,6.0,6.0,automatic,rear,unleaded,10.5,4.0,5.0,other,qld,17.0,7588.235294117647,19,0,0.09523809523809523,36.0,mid,other,0.012081148848871666,0.64497378618646
kia,other,2017.0,148223.0,used,wagon,wagon,4.0,4.0,automatic,front,diesel,7.7,4.0,8.0,other,nsw,9.0,16469.222222222223,21,0,0.12987012987012986,16.0,budget,other,0.398677912012765,0.64497378618646
kia,grand,2008.0,190450.0,used,wagon,wagon,6.0,6.0,automatic,front,unleaded,12.8,4.0,8.0,"slacks creek, qld",qld,18.0,10580.555555555555,28,0,0.078125,36.0,budget,slacks,0.01641212673808981,0.01504444950991566
subaru,other,2010.0,164123.0,used,suv,suv,6.0,6.0,automatic,awd,unleaded,11.6,4.0,7.0,other,nsw,16.0,10257.6875,41,0,0.08620689655172414,36.0,mid,other,0.398677912012765,0.64497378618646
holden,commodore,2009.0,163000.0,used,ute / tray,ute / tray,8.0,8.0,manual,rear,unleaded,14.5,2.0,2.0,"slacks creek, qld",qld,17.0,9588.235294117647,26,0,0.06896551724137931,64.0,budget,slacks,0.0292910873033964,0.01504444950991566
ford,territory,2013.0,152258.0,used,suv,suv,6.0,6.0,automatic,rear,diesel,8.2,4.0,7.0,"minchinbury, nsw",nsw,13.0,11712.153846153846,34,0,0.12195121951219513,36.0,mid,"minchinbury,",0.012081148848871666,0.05846820150444495
mitsubishi,outlander,2016.0,90156.0,used,suv,suv,4.0,4.0,automatic,awd,diesel,5.8,4.0,7.0,other,vic,10.0,9015.6,35,0,0.1724137931034483,16.0,mid,other,0.010941417825393207,0.64497378618646
volkswagen,tiguan,2012.0,190623.0,used,suv,suv,4.0,4.0,automatic,awd,premium,8.8,4.0,5.0,other,wa,14.0,13615.92857142857,36,0,0.11363636363636363,16.0,mid,other,0.007864144062001368,0.64497378618646
mitsubishi,triton,2012.0,221757.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,9.9,4.0,5.0,other,nsw,14.0,15839.785714285714,34,0,0.10101010101010101,16.0,mid,other,0.018577615682698882,0.64497378618646
ford,other,2015.0,94810.0,used,coupe,coupe,8.0,8.0,automatic,rear,premium,12.6,2.0,4.0,other,nsw,11.0,8619.09090909091,36,0,0.07936507936507936,64.0,mid,other,0.398677912012765,0.64497378618646
holden,captiva,2013.0,211558.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,9.0,4.0,7.0,other,vic,13.0,16273.692307692309,30,0,0.1111111111111111,16.0,budget,other,0.01504444950991566,0.64497378618646
nissan,other,2015.0,110500.0,used,national vehicles,wagon,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,"braeside, vic",vic,11.0,10045.454545454546,38,0,0.125,16.0,mid,"braeside,",0.398677912012765,0.006724413038522908
nissan,other,2009.0,129025.0,used,used dealer ad,suv,4.0,4.0,automatic,rear,premium,8.0,4.0,5.0,"ingleburn, nsw",nsw,17.0,7589.705882352941,33,0,0.125,16.0,mid,"ingleburn,",0.398677912012765,0.006724413038522908
honda,cr-v,2017.0,89077.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,7.0,4.0,5.0,other,nsw,9.0,9897.444444444445,25,0,0.14285714285714285,16.0,budget,other,0.006268520629131525,0.64497378618646
hyundai,accent,2013.0,106200.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,6.4,4.0,5.0,"dandenong, vic",vic,13.0,8169.2307692307695,25,0,0.15625,16.0,budget,"dandenong,",0.006268520629131525,0.006610439936175063
mercedes-benz,other,2006.0,304451.0,used,carhub automotive,wagon,4.0,4.0,automatic,other,diesel,8.0,4.0,5.0,other,wa,20.0,15222.55,67,0,0.125,16.0,premium,other,0.398677912012765,0.64497378618646
mercedes-benz,other,2015.0,150098.0,used,sj wholesale motors,commercial,4.0,4.0,automatic,rear,diesel,8.0,4.0,5.0,other,nsw,11.0,13645.272727272728,57,0,0.125,16.0,premium,other,0.398677912012765,0.64497378618646
mitsubishi,asx,2016.0,108026.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,7.4,4.0,5.0,other,nsw,10.0,10802.6,28,0,0.13513513513513511,16.0,mid,other,0.005812628219740141,0.64497378618646
toyota,camry,2014.0,105000.0,used,sedan,sedan,4.0,4.0,automatic,front,unleaded,7.8,4.0,5.0,other,tas,12.0,8750.0,25,0,0.12820512820512822,16.0,mid,other,0.010713471620697515,0.64497378618646
renault,other,2015.0,72887.0,used,hatchback,hatchback,4.0,4.0,automatic,front,unleaded,5.2,5.0,5.0,"minchinbury, nsw",nsw,11.0,6626.090909090909,28,0,0.1923076923076923,16.0,budget,"minchinbury,",0.398677912012765,0.05846820150444495
nissan,x-trail,2016.0,162885.0,used,suv,suv,4.0,4.0,automatic,front,diesel,5.3,4.0,5.0,other,nsw,10.0,16288.5,28,0,0.18867924528301888,16.0,mid,other,0.013220879872350126,0.64497378618646
toyota,hilux,2015.0,241499.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,9.3,4.0,5.0,"cardiff, nsw",nsw,11.0,21954.454545454544,26,0,0.1075268817204301,16.0,mid,"cardiff,",0.027467517665830863,0.016070207431046275
holden,commodore,2004.0,187608.0,used,sedan,sedan,6.0,6.0,automatic,rear,unleaded,11.1,4.0,5.0,other,vic,22.0,8527.636363636364,29,0,0.0900900900900901,36.0,budget,other,0.0292910873033964,0.64497378618646
nissan,navara,2017.0,89742.0,used,ute / tray,ute / tray,4.0,4.0,manual,4wd,diesel,6.5,4.0,5.0,other,wa,9.0,9971.333333333334,27,0,0.15384615384615385,16.0,mid,other,0.02005926601322088,0.64497378618646
holden,other,2004.0,315641.0,used,the car place,ute / tray,4.0,4.0,automatic,other,unleaded,8.0,4.0,5.0,other,qld,22.0,14347.318181818182,21,0,0.125,16.0,budget,other,0.398677912012765,0.64497378618646
nissan,x-trail,2014.0,130641.0,used,suv,suv,4.0,4.0,manual,front,unleaded,8.2,4.0,5.0,other,nsw,12.0,10886.75,28,0,0.12195121951219513,16.0,mid,other,0.013220879872350126,0.64497378618646
mitsubishi,asx,2013.0,184515.0,used,suv,suv,4.0,4.0,automatic,front,unleaded,7.9,4.0,5.0,other,vic,13.0,14193.461538461539,25,0,0.12658227848101264,16.0,mid,other,0.005812628219740141,0.64497378618646
toyota,landcruiser,2017.0,95350.0,used,suv,suv,4.0,4.0,automatic,4wd,diesel,8.0,4.0,7.0,other,wa,9.0,10594.444444444445,39,0,0.125,16.0,mid,other,0.02279462046956918,0.64497378618646
mitsubishi,outlander,2011.0,142780.0,used,suv,suv,4.0,4.0,automatic,4wd,unleaded,9.3,4.0,7.0,"campbelltown, nsw",nsw,15.0,9518.666666666666,37,0,0.1075268817204301,16.0,mid,"campbelltown,",0.010941417825393207,0.00752222475495783
audi,other,2016.0,94803.0,used,hatchback,hatchback,4.0,4.0,automatic,front,premium,4.9,5.0,5.0,"five dock, nsw",nsw,10.0,9480.3,42,0,0.2040816326530612,16.0,premium,five,0.398677912012765,0.014132664691132892
audi,other,2009.0,186141.0,used,sedan,sedan,6.0,6.0,automatic,front,diesel,6.6,4.0,5.0,"fyshwick, act",act,17.0,10949.470588235294,20,0,0.15151515151515152,36.0,premium,"fyshwick,",0.398677912012765,0.010143606108958286
mazda,3,2016.0,78201.0,used,sedan,sedan,4.0,4.0,manual,front,unleaded,5.8,4.0,5.0,other,qld,10.0,7820.1,16,0,0.1724137931034483,16.0,budget,other,0.019603373603829497,0.64497378618646
mercedes-benz,other,2016.0,76466.0,used,sedan,sedan,4.0,4.0,automatic,rear,diesel,5.4,4.0,4.0,other,wa,10.0,7646.6,27,0,0.18518518518518517,16.0,premium,other,0.398677912012765,0.64497378618646
honda,cr-v,2004.0,252442.0,used,suv,suv,4.0,4.0,automatic,4wd,unleaded,9.0,4.0,5.0,"minchinbury, nsw",nsw,22.0,11474.636363636364,27,0,0.1111111111111111,16.0,budget,"minchinbury,",0.006268520629131525,0.05846820150444495
toyota,hilux,2017.0,131039.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,8.5,4.0,5.0,other,wa,9.0,14559.888888888889,26,0,0.11764705882352941,16.0,mid,other,0.027467517665830863,0.64497378618646
nissan,navara,2016.0,70056.0,used,ute / tray,ute / tray,4.0,4.0,automatic,4wd,diesel,7.0,4.0,5.0,other,nsw,10.0,7005.6,29,0,0.14285714285714285,16.0,mid,other,0.02005926601322088,0.64497378618646
subaru,xv,2013.0,168651.0,used,suv,suv,4.0,4.0,automatic,awd,unleaded,7.1,4.0,5.0,other,vic,13.0,12973.153846153846,21,0,0.14084507042253522,16.0,mid,other,0.00558468201504445,0.64497378618646
