price
17900.0
26990.0
97500.0
6949.0
21990.0
8865.0
31980.0
63800.0
18999.0
9999.0
9990.0
10982.0
11800.0
32995.0
44490.0
15995.0
19990.0
94990.0
9999.0
9000.0
17990.0
22800.0
19990.0
13990.0
13999.0
15990.0
20990.0
84800.0
9999.0
19995.0
14990.0
9995.0
27800.0
25950.0
23250.0
29913.0
28880.0
10999.0
21888.0
26995.0
11990.0
14990.0
14450.0
18890.0
30990.0
12989.0
26490.0
13800.0
29990.0
24990.0
89900.0
15990.0
4989.0
14999.0
22988.0
17999.0
22800.0
23950.0
31990.0
34950.0
7990.0
34950.0
11950.0
24950.0
15886.0
25995.0
9990.0
21750.0
13990.0
14995.0
21990.0
38990.0
34888.0
15850.0
9990.0
17990.0
27990.0
10505.0
39970.0
11990.0
25990.0
24950.0
15980.0
45999.0
18888.0
15410.0
25988.0
25990.0
14990.0
21999.0
14880.0
38990.0
8999.0
36990.0
23990.0
6499.0
26800.0
28888.0
29888.0
28990.0
79800.0
35800.0
39950.0
14995.0
12999.0
11990.0
12490.0
17990.0
7990.0
20880.0
69990.0
36990.0
57980.0
42990.0
15995.0
68850.0
15490.0
10999.0
2995.0
33990.0
12990.0
17490.0
33992.0
14900.0
65990.0
34990.0
7999.0
28999.0
22999.0
24590.0
68970.0
7995.0
20999.0
29859.0
25995.0
16995.0
14900.0
24995.0
7990.0
29999.0
24788.0
34850.0
13999.0
22990.0
39800.0
38888.0
18888.0
18999.0
30990.0
8999.0
19990.0
38490.0
12990.0
16990.0
12990.0
5700.0
37986.0
25999.0
23990.0
29990.0
69990.0
28990.0
31990.0
13980.0
7590.0
8800.0
11999.0
17450.0
13990.0
17995.0
16500.0
21990.0
26990.0
10999.0
7999.0
17990.0
22990.0
13995.0
12999.0
24897.0
54888.0
7900.0
21990.0
34990.0
26999.0
11995.0
10999.0
23900.0
29999.0
19999.0
19990.0
43000.0
15990.0
308888.0
36000.0
17999.0
18990.0
8990.0
22990.0
18977.0
34990.0
38950.0
28990.0
15420.0
16999.0
44900.0
44990.0
25990.0
8999.0
17990.0
26990.0
24888.0
27900.0
12980.0
37880.0
10990.0
10999.0
13999.0
19990.0
29789.0
14990.0
19990.0
40990.0
26990.0
22950.0
14999.0
6999.0
19990.0
9290.0
37980.0
9990.0
16990.0
23888.0
44995.0
26729.0
17990.0
19988.0
16990.0
2500.0
7750.0
25999.0
14990.0
10999.0
31980.0
35990.0
24950.0
19990.0
22990.0
5990.0
18990.0
17886.0
21990.0
12499.0
39980.0
17990.0
8800.0
15888.0
16890.0
33352.0
29999.0
20990.0
42800.0
15990.0
20950.0
13980.0
54995.0
7999.0
5888.0
21990.0
29850.0
7990.0
21290.0
29975.0
54990.0
19470.0
22999.0
16999.0
7800.0
14888.0
14995.0
20390.0
47990.0
14990.0
21999.0
41888.0
37994.0
11800.0
5990.0
4999.0
18950.0
23999.0
19913.0
37500.0
16999.0
19999.0
29990.0
5850.0
11990.0
21990.0
14990.0
105990.0
38690.0
26900.0
11494.0
48800.0
32888.0
16888.0
9990.0
11990.0
37999.0
36990.0
34950.0
12999.0
39995.0
24950.0
44450.0
4700.0
49990.0
15800.0
31777.0
14999.0
59870.0
8000.0
38990.0
5999.0
41990.0
40989.0
14990.0
8999.0
24990.0
9995.0
64990.0
10750.0
13990.0
37500.0
8999.0
14999.0
18990.0
10999.0
9989.0
38990.0
16990.0
11995.0
20990.0
27900.0
27990.0
39990.0
34300.0
6995.0
""
21990.0
7387.0
36888.0
28980.0
5999.0
24990.0
22995.0
12990.0
39888.0
5499.0
32900.0
31995.0
17290.0
29990.0
33000.0
28990.0
36981.0
21900.0
24911.0
6990.0
29990.0
9950.0
8999.0
22990.0
19888.0
7999.0
11990.0
24956.0
36999.0
24990.0
10950.0
15950.0
31990.0
59990.0
19998.0
19999.0
24999.0
12990.0
45950.0
13995.0
9850.0
29999.0
18880.0
30990.0
79530.0
12990.0
23990.0
12800.0
11990.0
36990.0
28990.0
14999.0
13999.0
29880.0
31800.0
14990.0
9800.0
29990.0
7990.0
17970.0
7999.0
17880.0
43885.0
8899.0
16490.0
35988.0
31999.0
27990.0
8990.0
9999.0
31900.0
7950.0
12999.0
19999.0
12995.0
13990.0
39705.0
30888.0
22888.0
27990.0
8995.0
11950.0
22990.0
5950.0
9990.0
23888.0
29990.0
16984.0
13950.0
74990.0
16995.0
29990.0
16990.0
27990.0
27995.0
11501.0
6450.0
18830.0
11990.0
15999.0
35990.0
25000.0
9985.0
22995.0
46995.0
29900.0
24990.0
13990.0
17690.0
18888.0
21990.0
19999.0
23980.0
16990.0
24950.0
12990.0
9990.0
63950.0
38990.0
30900.0
21990.0
11900.0
17999.0
23990.0
33990.0
29990.0
19490.0
25990.0
4990.0
22990.0
48490.0
29990.0
10999.0
29990.0
35950.0
22990.0
20990.0
26999.0
10999.0
22999.0
32990.0
7888.0
8999.0
27995.0
28990.0
79980.0
28990.0
8999.0
36999.0
16990.0
9987.0
4499.0
18795.0
44990.0
12777.0
16990.0
25990.0
22995.0
7999.0
24990.0
16995.0
26990.0
23400.0
19990.0
34991.0
22990.0
10499.0
18999.0
41990.0
26888.0
11989.0
36880.0
17995.0
28888.0
22999.0
5800.0
10995.0
45950.0
17990.0
26990.0
21998.0
43362.0
17999.0
15999.0
16990.0
39995.0
24900.0
24990.0
11995.0
22999.0
16999.0
14995.0
33990.0
21290.0
48868.0
27988.0
57990.0
24450.0
17990.0
76888.0
38950.0
34888.0
20990.0
26900.0
12800.0
89990.0
12950.0
23995.0
10990.0
32880.0
26990.0
4999.0
10999.0
11990.0
37990.0
39990.0
27990.0
15999.0
12995.0
13990.0
7990.0
17990.0
29800.0
29888.0
26995.0
11499.0
21950.0
11950.0
19990.0
11990.0
41990.0
12888.0
12990.0
26990.0
19830.0
12900.0
17888.0
52790.0
39898.0
19990.0
11990.0
32990.0
12490.0
24990.0
12990.0
8995.0
13999.0
47970.0
14900.0
19950.0
12413.0
27995.0
34450.0
50985.0
79988.0
39990.0
47990.0
32990.0
34999.0
31800.0
18790.0
31998.0
12250.0
15950.0
29490.0
48999.0
14460.0
15900.0
19990.0
21990.0
18995.0
17990.0
16857.0
15999.0
10995.0
7999.0
64990.0
26980.0
13999.0
27990.0
8999.0
13990.0
23350.0
19888.0
19450.0
17990.0
24988.0
49999.0
22990.0
12990.0
5550.0
20990.0
24913.0
9999.0
14999.0
36990.0
33990.0
12800.0
20990.0
36990.0
22000.0
29888.0
20995.0
9990.0
20995.0
21888.0
19990.0
59900.0
24750.0
29990.0
11999.0
21985.0
10990.0
21490.0
49988.0
31950.0
16709.0
15990.0
26990.0
69990.0
16800.0
15980.0
9999.0
21950.0
12999.0
39599.0
18990.0
32990.0
9990.0
12750.0
34990.0
58888.0
24690.0
7499.0
14988.0
15950.0
36900.0
21880.0
19913.0
19999.0
23888.0
37990.0
22999.0
12999.0
61990.0
15999.0
14999.0
22990.0
32990.0
33450.0
20990.0
27888.0
9499.0
7750.0
14999.0
17990.0
26990.0
39800.0
7750.0
23990.0
7999.0
45990.0
11913.0
10990.0
46990.0
10999.0
16990.0
14990.0
13948.0
21990.0
15990.0
18990.0
23990.0
39990.0
36880.0
10999.0
29950.0
14999.0
29788.0
17990.0
21950.0
86990.0
14985.0
64800.0
5999.0
12999.0
17990.0
21990.0
13913.0
25990.0
11455.0
37990.0
15990.0
46800.0
21990.0
8990.0
